-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,28,28,28,28,28,28,28,28,28,28,38,15,38,44,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,12,12,12,8,12,43,12,12,12,12,37,13,37,7,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,0,0,0,0,11,0,0,0,0,39,0,39,29,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,0,0,1,0,0,2,0,2,1,0,4,0,29,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,0,0,0,3,0,0,0,0,0,0,0,2,29,-1,-1,-1
-1,28,15,38,44,44,44,44,44,44,44,38,30,0,2,0,31,33,33,33,33,33,32,0,1,0,29,-1,-1,-1
-1,6,14,37,12,12,12,36,12,8,12,37,35,2,0,0,29,12,12,12,12,12,30,0,0,0,29,-1,-1,-1
-1,30,0,39,1,0,2,3,4,1,0,39,0,0,2,0,29,-1,-1,-1,-1,-1,30,0,2,0,29,-1,-1,-1
-1,22,33,33,33,33,33,33,33,33,33,33,32,0,2,0,29,44,42,44,42,44,30,2,0,0,29,-1,-1,-1
-1,12,12,12,12,12,12,12,12,12,12,12,30,0,1,0,34,12,41,12,41,12,35,0,0,0,29,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,0,0,2,0,40,0,40,0,0,0,1,0,29,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,0,0,0,0,0,0,2,0,0,3,4,0,29,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,2,0,1,0,2,1,0,0,1,0,2,0,29,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,0,0,3,0,0,0,0,2,0,0,0,0,29,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,33,33,33,33,33,33,33,33,33,33,33,33,33,23,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
