28,15,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,14,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,3,29,-1,-1,-1,28,28,42,28,38,15,38,44,44,44,38,15,38,44,44,44,38,15,38,44,44,44,44,44
30,2,29,-1,-1,-1,6,12,41,12,37,14,37,12,8,12,37,14,37,12,8,12,37,14,37,12,43,12,12,7
30,0,29,-1,-1,-1,30,0,40,0,39,0,39,0,3,4,39,0,39,0,0,0,39,0,39,0,11,4,0,29
30,0,29,44,38,44,30,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,29
30,2,34,12,37,12,35,3,4,0,0,2,0,0,1,0,0,0,0,2,1,0,0,3,1,0,0,3,4,29
30,1,0,0,39,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,29
22,33,33,33,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
12,12,12,12,12,12,30,0,31,33,33,33,33,32,2,31,33,33,33,32,0,31,33,33,33,33,32,0,0,29
-1,-1,-1,-1,-1,-1,30,0,29,12,12,12,12,30,0,29,12,12,12,30,0,29,12,12,12,12,30,0,0,29
-1,-1,-1,-1,-1,-1,30,0,29,-1,-1,-1,-1,30,0,29,-1,-1,-1,30,2,29,-1,-1,-1,-1,30,4,0,29
-1,-1,-1,-1,-1,-1,30,0,29,44,44,15,44,30,0,29,28,15,28,30,0,29,44,15,44,44,30,0,0,29
-1,-1,-1,-1,-1,-1,30,0,34,12,36,14,12,35,2,34,36,14,12,35,0,34,12,14,36,12,35,0,0,29
-1,-1,-1,-1,-1,-1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,29
-1,-1,-1,-1,-1,-1,30,0,4,0,1,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,2,0,0,29
-1,-1,-1,-1,-1,-1,22,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,23
-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
