-1,-1,-1,-1,28,28,38,28,28,42,28,28,28,28,28,28,38,28,44,-1,-1,-1,-1,-1,-1,-1,28,44,44,44
28,38,15,38,6,12,37,12,12,41,12,12,8,12,36,12,37,12,7,-1,28,28,38,15,38,28,6,8,36,7
6,37,14,37,35,0,39,1,0,40,4,3,0,2,0,1,39,31,23,-1,6,12,37,14,37,12,35,4,0,29
30,39,0,39,0,1,0,0,0,0,0,0,1,0,0,0,31,23,12,-1,22,32,39,0,39,4,0,1,0,29
22,33,33,33,33,33,33,33,33,33,33,33,33,33,32,0,29,12,-1,-1,12,22,32,0,2,0,2,0,31,23
12,12,12,12,12,12,12,12,12,12,12,12,12,12,30,0,29,-1,-1,-1,-1,12,30,0,1,0,0,31,23,12
28,38,28,28,28,28,28,38,44,-1,-1,-1,-1,-1,30,0,29,-1,-1,-1,-1,-1,30,0,0,0,31,23,12,-1
6,37,12,12,12,43,12,37,7,-1,-1,-1,-1,-1,30,0,29,44,38,15,38,44,30,0,0,31,23,12,-1,-1
30,39,4,0,3,40,4,39,29,-1,-1,-1,-1,-1,30,0,34,12,37,13,37,12,35,0,0,29,12,-1,-1,-1
30,0,1,0,0,1,0,31,23,-1,-1,-1,-1,-1,30,1,0,3,39,2,39,0,0,1,0,29,-1,-1,-1,-1
30,0,0,0,1,0,0,29,12,-1,-1,-1,-1,-1,30,0,31,24,33,33,33,25,32,0,0,29,44,38,44,44
22,33,45,33,33,32,0,29,44,38,44,44,38,44,30,0,29,12,12,12,12,12,30,0,0,34,12,37,43,7
12,12,14,12,12,30,0,34,12,37,12,43,37,12,35,1,29,28,38,44,44,-1,30,0,1,0,0,39,11,29
-1,-1,-1,-1,-1,30,1,0,3,39,1,11,39,0,0,0,34,12,37,8,7,-1,30,0,0,2,2,0,0,29
-1,-1,-1,-1,-1,30,4,31,33,33,33,33,32,0,0,0,0,3,39,0,29,-1,30,0,0,0,0,0,1,29
-1,-1,-1,-1,-1,30,0,29,12,12,12,12,30,0,1,0,0,0,1,0,29,-1,30,0,1,0,0,0,0,29
-1,-1,-1,-1,-1,30,1,29,-1,-1,-1,-1,30,0,0,2,3,4,0,0,29,-1,30,3,4,0,1,2,0,29
-1,-1,-1,-1,-1,30,0,29,-1,-1,-1,-1,30,0,0,0,0,1,0,0,29,-1,22,33,33,45,33,33,33,23
-1,-1,-1,-1,-1,22,45,23,-1,-1,-1,-1,22,33,33,33,33,33,33,33,23,-1,12,12,12,14,12,12,12,12
-1,-1,-1,-1,-1,12,14,12,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1
