28,28,42,28,28,28,28,28,28,42,28,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,12,41,12,12,36,36,12,12,41,12,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,0,40,0,0,0,0,0,0,40,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,0,0,0,0,0,0,0,0,0,0,29,-1,-1,-1,24,42,44,-1,-1,-1,-1,-1,24,28,28,28,28,28,38,16,17,18,19,38,28,28,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,0,0,2,4,0,0,0,0,0,0,29,-1,-1,-1,6,41,7,-1,-1,-1,-1,-1,6,12,36,12,12,12,37,12,20,21,12,37,12,12,7,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,0,2,0,0,0,1,0,0,0,0,29,-1,-1,-1,30,40,29,-1,-1,-1,-1,-1,30,0,0,0,0,0,39,0,0,0,0,39,0,0,34,7,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,0,0,0,3,4,0,0,0,2,0,29,-1,-1,-1,30,0,29,-1,-1,-1,-1,-1,30,0,0,1,0,2,0,1,0,1,0,0,0,0,0,34,7,44,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,0,0,1,0,0,1,2,2,0,0,29,44,38,28,30,0,29,-1,-1,-1,-1,-1,30,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,34,7,44,-1,-1,-1,-1,-1,-1,-1,-1
22,32,0,0,0,0,0,0,0,0,0,34,12,37,12,35,0,29,-1,-1,-1,-1,-1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,28,28,28,38,38,28,28,44
12,22,32,0,0,0,0,0,0,0,0,0,0,39,0,0,0,29,-1,-1,-1,-1,-1,22,33,33,33,33,33,33,33,33,33,32,0,0,0,0,0,0,0,34,12,12,8,37,37,8,12,7
-1,12,22,32,0,0,2,1,0,0,0,0,0,0,0,0,0,29,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,30,0,2,0,2,0,0,0,0,0,0,0,39,39,0,0,29
-1,-1,12,22,32,0,0,0,0,1,0,0,0,0,0,0,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,29
-1,-1,-1,12,22,32,0,0,0,0,0,0,1,0,0,0,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,29
-1,-1,-1,-1,12,30,0,0,2,0,0,2,0,0,0,0,0,29,28,28,28,28,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,0,0,2,0,0,0,0,3,0,0,2,0,0,0,29
-1,-1,-1,-1,-1,30,0,0,0,0,0,2,2,3,4,0,0,34,12,12,12,12,7,28,28,28,28,28,28,28,28,28,28,30,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,29
-1,-1,-1,-1,-1,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,12,8,12,36,12,8,12,36,12,8,35,0,0,0,0,0,0,0,2,2,0,1,0,3,4,0,29
-1,-1,-1,-1,-1,22,33,33,15,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
-1,-1,-1,-1,-1,12,12,12,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,29
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,22,33,33,33,33,33,33,33,33,33,33,33,33,33,23
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
